model_id,votes,vote_share,rank_sd,rank_iqr,fitness_mean,fitness_sd,fitness_iqr
1982,0.0,0.0,11.372826230563282,16.5,0.2725490196078431,0.11149829637807139,0.16176470588235292
2156,0.0,0.0,8.874190695731171,17.5,0.2579831932773109,0.08700186956599189,0.17156862745098045
1033,0.0,0.0,9.563322793733509,17.0,0.2439775910364145,0.09375806660523048,0.16666666666666674
2158,0.0,0.0,10.85217710411877,18.5,0.24285714285714285,0.106393893177635,0.1813725490196078
2108,0.0,0.0,8.516420126127285,4.5,0.18627450980392163,0.08349431496203222,0.044117647058823595
2121,0.0,0.0,22.212609031808938,11.0,0.15882352941176464,0.21777067678244058,0.10784313725490202
2128,0.0,0.0,23.105239683680757,10.5,0.15658263305322123,0.2265219576831447,0.1029411764705882
2148,0.0,0.0,11.002138829497174,5.0,0.15490196078431373,0.10786410617154092,0.04901960784313725
1773,0.0,0.0,22.97759229987249,29.5,0.1487394957983193,0.22527051274384796,0.2892156862745098
2275,0.0,0.0,13.105903474478703,4.0,0.14705882352941174,0.1284892497497912,0.039215686274509776
2049,0.0,0.0,11.703407533669827,14.0,0.1257703081232493,0.11473928954578264,0.13725490196078438
1991,0.0,0.0,8.812424384323066,12.5,0.12352941176470585,0.0863963174933634,0.12254901960784315
1031,0.0,0.0,7.527763737708317,13.0,0.11232492997198877,0.07380160527165017,0.12745098039215685
2107,0.0,0.0,6.372604179894861,4.0,0.10280112044817928,0.06247651156759666,0.039215686274509776
1980,0.0,0.0,11.504693963477575,12.0,0.10168067226890756,0.11279111728899582,0.11764705882352933
1145,0.0,0.0,11.345231849296237,6.5,0.07983193277310927,0.11122776322839446,0.06372549019607837
1999,0.0,0.0,5.78828140994132,5.5,0.06162464985994399,0.05674785696020902,0.05392156862745101
2144,0.0,0.0,5.1848194704518376,8.0,0.05882352941176471,0.05083156343580232,0.07843137254901955
