param,index,n_fixed_models,n_free_models,mu_fixed,mu_free,delta_abs,delta_pct,ci_low,ci_high,ci_low_abs,ci_high_abs,p_value,q_value
Kg0,MeanCC,381,249,0.08625231271184809,0.07116920711623316,0.015083105595614932,21.193302843716225,3.533171178422414,42.43868185482916,0.00275145617200772,0.027425086460977688,0.01859396960323365,0.0329620370239142
Kg0,Fobj,381,249,0.1866775794888235,0.2588151141414444,-0.07213753465262093,-27.8722264315666,-35.637743578482315,-19.178690721995956,-0.09759884213262439,-0.04648166947786722,3.76441735501183e-08,1.129325206503549e-07
Kf0,Akaike,385,245,-0.16483291701326747,9.134994301456585,-9.299827218469852,-101.80441182089172,-114.5688495491103,-88.1860524226849,-11.865233931095087,-6.92399954268283,9.961166359430174e-13,4.85606860022221e-12
Kf0,MeanCC,385,245,0.07714244710262419,0.08523845543120762,-0.008096008328583426,-9.498070193349966,-22.4393966542584,4.991084465176837,-0.020752949836796805,0.0038088234543382834,0.22299997021976642,0.2717812137053403
Kf0,Fobj,385,245,0.2153320195941436,0.2149644639294536,0.0003675556646900169,0.17098438410296515,-11.353675390872336,13.574980555112592,-0.026240226044393997,0.02642317676577047,0.9772355662404304,0.9772355662404305
Kig0,Akaike,375,255,0.05207962567504364,8.451306161484762,-8.399226535809719,-99.38376832314529,-113.69748113531807,-82.94041955443551,-10.762586308089615,-5.9721548210677,7.378570642233485e-11,2.877642550471059e-10
Kig0,MeanCC,375,255,0.08045421902366626,0.08005071208345621,0.00040350694021004663,0.5040641484730002,-12.884826070473704,17.4569997344152,-0.011147996563675681,0.012629950001592881,0.9499562962968027,0.97495514619935
Kig0,Fobj,375,255,0.20293991058208183,0.2332025676007088,-0.03026265701862696,-12.976982770808473,-21.64826636744676,-2.35590510140731,-0.05369290258461624,-0.005245457204128148,0.018062904351136926,0.0329620370239142
Kie0,Akaike,370,260,4.013304630139576,2.6526546832888944,1.3606499468506814,51.293896466149874,-25.901402357551458,349.22238054285464,-1.0797152045697003,3.690740226112824,0.2578210356859617,0.30469758762886384
Kie0,MeanCC,370,260,0.07634153971844096,0.08591113084358853,-0.009569591125147575,-11.138942103521089,-23.87239665306235,5.273901337832803,-0.02224350490706524,0.004101229661995076,0.15213853195480284,0.20460009469783833
Kie0,Fobj,370,260,0.2567098412649568,0.15610184591702855,0.10060799534792822,64.45022783484796,46.06300220119762,86.81921302973831,0.07726582356546836,0.12348411958748937,2.1168123621737956e-16,1.3759280354129671e-15
Yxn,Akaike,326,304,1.4690753141333033,5.577942034208219,-4.108866720074915,-73.66277194843893,-101.51488491803445,-37.49402545304915,-6.37507872221703,-1.6100021258472246,0.0005390703724868362,0.0012366908545286242
Yxn,MeanCC,326,304,0.0835828620300943,0.07676069307021526,0.006822168959879041,8.887581243747503,-7.123246438010078,28.355116179620502,-0.005941245684893467,0.019560294239619937,0.29367762103147593,0.32724077772078747
Yxn,Fobj,326,304,0.149337315112118,0.2858064357891808,-0.1364691206770628,-47.748792045301045,-53.575705955988134,-41.331203532799655,-0.15916975899296484,-0.11274706944801599,8.684895529432213e-30,3.387109256478563e-28
Yxg,Akaike,329,301,-1.2874607588069398,8.63185222742272,-9.91931298622966,-114.9152316894024,-129.44056501851446,-100.54675557390166,-12.014581778367297,-7.9325096584677155,3.7974805369903795e-17,2.962034818852496e-16
Yxg,MeanCC,329,301,0.061952351104609255,0.10033534950744097,-0.038382998402831714,-38.254711416523435,-47.42745524873043,-27.837408551352727,-0.05138678144219847,-0.026198782030309946,3.287535784577404e-09,1.1655808690774432e-08
Yxg,Fobj,329,301,0.22956772570428519,0.19947288853738074,0.030094837166904448,15.087181715556671,2.5256222348711566,28.442922954088218,0.005277808768467564,0.05391099889762635,0.01632058210731931,0.03182513510927266
Yxf,Akaike,336,294,-1.6867933020159,9.324406395524143,-11.011199697540043,-118.09008778109015,-131.78925428090022,-104.54747856145445,-13.289417192740906,-8.903805418658658,1.1268563377990983e-20,1.464913239138828e-19
Yxf,MeanCC,336,294,0.06277240906366963,0.10031202132572511,-0.03753961226205549,-37.422845004947,-46.7430968117101,-27.1991989149549,-0.05011958795342598,-0.02536122177628759,1.01013868114552e-08,3.28295071372294e-08
Yxf,Fobj,336,294,0.22533367332201246,0.20359526180362325,0.021738411518389206,10.677267892097055,-0.7170191621984985,23.490184785473282,-0.0015283486946310054,0.044781329632835744,0.08269423460328193,0.11518125534028555
Yeg,Akaike,320,310,-0.39266392139866824,7.42021092146558,-7.8128748428642485,-105.29181617011383,-124.40783972510962,-87.81132077298203,-10.082740354095497,-5.709951743761255,3.1201767342586995e-11,1.3520765848454366e-10
Yeg,MeanCC,320,310,0.057320598593390705,0.10400216827506822,-0.04668156968167752,-44.8851888916514,-53.28298800365523,-35.877101378690625,-0.05954741458846364,-0.03492876182738216,3.259411039100538e-13,1.8159575789274425e-12
Yeg,Fobj,320,310,0.22175258791432612,0.20841384862540988,0.01333873928891624,6.400121381996292,-4.857287586083309,18.12183556559474,-0.010617718352833429,0.03581667594170705,0.28872821097450685,0.32724077772078747
Yef,Akaike,331,299,-1.9680622695081427,9.451643953223918,-11.41970622273206,-120.82243342267294,-134.2711997554713,-109.05590098815844,-13.537901175980949,-9.184609522389486,4.798170340676158e-22,9.356432164318507e-21
Yef,MeanCC,331,299,0.0521876480337337,0.11140184687622182,-0.05921419884248812,-53.153695834397425,-60.13193570266632,-44.948771777910395,-0.07172192875109414,-0.04707026889437409,4.5121597631051674e-20,4.399355769027538e-19
Yef,Fobj,331,299,0.21144941051359104,0.21932898436944076,-0.007879573855849725,-3.59258211061483,-13.903947355766364,8.709248534770273,-0.03227761674623161,0.018226397005913247,0.5334742018896661,0.5623106452350535
